country,active_personnel,total_aircraft,aircraft_carriers,airports,total_area,armored_vehicles,defense_budget,destroyers,fighters,fleet_strength,frigates,gdp,helicopters,population,ports,railways,reserve_personnel,roadways,rocket_projectors,submarines,tanks,power_index,total_military_manpower,fit_for_service,population_reaching_military_age_annually,paramilitary,attack_aircraft,transport_aircraft,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,total_naval_fleet_tonnage_mt,helicopter_carriers,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,coastline_coverage_km,border_coverage_km,waterway_coverage_km,continent,region,alliance
Mongolia,35000.0,8.0,0.0,37.0,1564116.0,11040.0,1590000000.0,0.0,0.0,0.0,0.0,59221000000.0,3.0,3281676.0,0.0,1815.0,230000.0,113200.0,130.0,0.0,420.0,1.9987,1870555.0,1552233.0,62352.0,50000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,8379000000.0,5508000000.0,1449000.0,318.0,15000.0,39000.0,0.0,0.0,0.0,0.0,68824000.0,8941000.0,2520000000.0,0.0,8082.0,580.0,Asia,Eastern Asia,Non-aligned
Montenegro,2350.0,10.0,0.0,5.0,13812.0,946.0,204000000.0,0.0,0.0,20.0,0.0,17375000000.0,10.0,599849.0,4.0,250.0,0.0,7762.0,12.0,0.0,0.0,2.9782,143964.0,85179.0,3599.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,3643000000.0,1741000000.0,245300.0,18.0,0.0,9000.0,0.0,0.0,0.0,0.0,1862000.0,1658000.0,337000000.0,294.0,680.0,0.0,Europe,Southern Europe,NATO
Morocco,400000.0,271.0,0.0,48.0,715550.0,17594.0,16100000000.0,0.0,84.0,100.0,6.0,350594000000.0,73.0,37387585.0,12.0,2067.0,250000.0,57300.0,185.0,0.0,1346.0,1.0368,17946041.0,15254135.0,635589.0,50000.0,0.0,31.0,77.0,4.0,2.0,6.0,544.0,188.0,0.0,0.0,1.0,84.0,0.0,42262000000.0,37134000000.0,12475000.0,94.0,25.0,296000.0,684000.0,82595000.0,243201000.0,1444000000.0,0.0,10304000.0,96000000.0,1835.0,2363.0,0.0,Africa,Northern Africa,Non-aligned
Mozambique,11200.0,23.0,0.0,92.0,799380.0,3488.0,480000000.0,0.0,8.0,36.0,0.0,51786000000.0,7.0,33350954.0,11.0,4787.0,0.0,30562.0,12.0,0.0,60.0,1.9769,14674420.0,7770772.0,533615.0,3000.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,104.0,0.0,0.0,0.0,36.0,0.0,8274000000.0,3843000000.0,15173000.0,36.0,0.0,42000.0,0.0,5388000000.0,1347000000.0,2832000000000.0,10583000.0,13000.0,1792000000.0,2470.0,4783.0,460.0,Africa,Sub-Saharan Africa,Non-aligned
Myanmar,228000.0,331.0,0.0,74.0,676578.0,11576.0,2815031361.0,0.0,70.0,239.0,6.0,287559000000.0,86.0,57527139.0,7.0,5031.0,19000.0,157000.0,1520.0,3.0,1040.0,0.6265,30489384.0,21975367.0,1035489.0,55000.0,20.0,33.0,120.0,5.0,0.0,9.0,225.0,1680.0,89240.0,0.0,3.0,146.0,2.0,8748000000.0,8590400000.0,22742000.0,101.0,7000.0,122000.0,139000000.0,16780000000.0,3788000000.0,637129000000.0,1031000.0,907000.0,252000000.0,1930.0,6522.0,12800.0,Asia,South-eastern Asia,Non-aligned
Namibia,17567.0,36.0,0.0,259.0,824292.0,2402.0,450498000.0,0.0,11.0,15.0,0.0,31154000000.0,7.0,2803660.0,2.0,2628.0,0.0,48875.0,55.0,0.0,7.0,2.7414,616805.0,400923.0,30840.0,5000.0,0.0,5.0,13.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,2.0,15.0,0.0,9680000000.0,3356000000.0,1131000.0,15.0,0.0,23000.0,0.0,0.0,0.0,62297000000.0,0.0,24000.0,350000000.0,1572.0,4220.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Nepal,98500.0,17.0,0.0,51.0,147181.0,1108.0,431355326.0,0.0,0.0,0.0,0.0,149643000000.0,10.0,31122387.0,0.0,59.0,82000.0,64500.0,0.0,0.0,0.0,2.8037,15249970.0,11733140.0,778060.0,15000.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5719000000.0,12456000000.0,8435000.0,0.0,0.0,71000.0,0.0,0.0,0.0,0.0,9000.0,1091000.0,8000000.0,0.0,3159.0,0.0,Asia,Southern Asia,Non-aligned
Netherlands,44245.0,130.0,0.0,44.0,41543.0,6689.0,31791150000.0,0.0,0.0,140.0,6.0,1276000000000.0,67.0,17772378.0,18.0,3055.0,8510.0,139027.0,4.0,3.0,18.0,0.6142,7997570.0,6486918.0,195496.0,5000.0,38.0,4.0,21.0,0.0,0.0,16.0,46.0,0.0,147606.0,0.0,0.0,76.0,3.0,5257949730000.0,79129000000.0,10315000.0,1187.0,70000.0,840000.0,137747000.0,17774000000.0,33243000000.0,132608000000.0,1761000.0,12796000.0,3247000000.0,451.0,1053.0,6237.0,Europe,Western Europe,NATO
New Zealand,10050.0,47.0,0.0,206.0,268838.0,3378.0,2455949332.0,0.0,0.0,8.0,2.0,257117000000.0,21.0,5161211.0,22.0,4128.0,3300.0,94000.0,0.0,0.0,0.0,1.9258,2219321.0,1775457.0,61935.0,300.0,0.0,7.0,13.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,0.0,230651410000.0,22065000000.0,3124000.0,117.0,12000.0,154000.0,40993000.0,3770000000.0,3819000000.0,31149000000.0,3011000.0,2696000.0,6750000000.0,15134.0,0.0,0.0,Oceania,Australia and New Zealand,Non-aligned
Nicaragua,45000.0,17.0,0.0,39.0,130370.0,6344.0,1311600000.0,0.0,0.0,23.0,0.0,52989000000.0,12.0,6676948.0,5.0,0.0,0.0,24033.0,151.0,0.0,186.0,2.5894,3271705.0,2777610.0,146893.0,5500.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,23.0,0.0,6753000000.0,6105000000.0,3225000.0,5.0,200.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,1253.0,2220.0,Americas,Latin America and the Caribbean,Non-aligned
Niger,25000.0,26.0,0.0,26.0,1267000.0,1550.0,488400000.0,0.0,0.0,0.0,0.0,47921000000.0,13.0,26342784.0,0.0,0.0,0.0,18949.0,0.0,0.0,0.0,2.6867,7902835.0,5294900.0,447827.0,5000.0,2.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793000000.0,1442772000.0,10486000.0,0.0,13000.0,18000.0,150000000.0,29509000.0,29858000.0,0.0,427000.0,426000.0,90000000.0,0.0,5834.0,300.0,Africa,Sub-Saharan Africa,Non-aligned
Nigeria,230000.0,159.0,0.0,50.0,923768.0,12219.0,3900000000.0,0.0,14.0,152.0,1.0,1318000000000.0,69.0,236747130.0,28.0,3798.0,0.0,195000.0,37.0,0.0,330.0,0.6097,125475979.0,90437404.0,4261448.0,50000.0,24.0,12.0,28.0,12.0,0.0,15.0,40.0,339.0,38052.0,0.0,0.0,132.0,2.0,45009000000.0,38612000000.0,113350000.0,928.0,1541000.0,527000.0,36890000000.0,39951000000.0,20719000000.0,5761000000000.0,1322000.0,1326000.0,2144000000.0,853.0,4477.0,8600.0,Africa,Sub-Saharan Africa,Non-aligned
North Korea,1320000.0,837.0,0.0,81.0,120538.0,47792.0,4750000000.0,2.0,341.0,332.0,2.0,15416000000.0,205.0,26298666.0,10.0,7435.0,560000.0,25554.0,1500.0,24.0,4895.0,0.5933,9467520.0,5312331.0,420779.0,100000.0,114.0,1.0,176.0,0.0,0.0,20.0,1300.0,700.0,143304.0,0.0,8.0,227.0,1.0,6050000000.0,5500000000.0,17637000.0,264.0,0.0,18000.0,0.0,0.0,0.0,0.0,21927000.0,22105000.0,10600000000.0,2495.0,1607.0,2250.0,Unknown,Unknown,Non-aligned
North Macedonia,10010.0,20.0,0.0,13.0,25713.0,1878.0,421527100.0,0.0,0.0,0.0,0.0,43844000000.0,10.0,2135622.0,0.0,699.0,60000.0,15170.0,18.0,0.0,0.0,2.4956,948216.0,783773.0,27763.0,3500.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,5637000000.0,5252000000.0,779200.0,0.0,0.0,24000.0,0.0,0.0,274928000.0,0.0,4000000.0,5344000.0,332000000.0,0.0,838.0,0.0,Unknown,Unknown,Non-aligned
Norway,33440.0,109.0,0.0,146.0,323802.0,11441.0,11189483200.0,0.0,0.0,48.0,4.0,507680000000.0,34.0,5509733.0,141.0,3848.0,20100.0,95120.0,0.0,6.0,36.0,0.6679,2203893.0,1807192.0,71627.0,40500.0,43.0,4.0,23.0,5.0,0.0,0.0,28.0,0.0,66022.0,0.0,6.0,20.0,5.0,787758400000.0,81242000000.0,3042000.0,1720.0,2020000.0,229000.0,8122200000.0,123727000000.0,4548000000.0,1544455000000.0,120000.0,1096000.0,2000000.0,25148.0,2566.0,1577.0,Europe,Northern Europe,NATO
Oman,100000.0,128.0,0.0,37.0,309500.0,11380.0,8364000000.0,0.0,29.0,17.0,0.0,193591000000.0,31.0,3901992.0,7.0,0.0,0.0,60230.0,0.0,0.0,264.0,1.8823,1482757.0,1291559.0,50726.0,10000.0,10.0,9.0,45.0,4.0,0.0,0.0,24.0,144.0,22490.0,0.0,5.0,8.0,0.0,55986700000.0,18287000000.0,2696000.0,57.0,1056000.0,218000.0,5375000000.0,40754000000.0,27364000000.0,651287000000.0,0.0,82000.0,0.0,2092.0,1561.0,0.0,Asia,Western Asia,Non-aligned
Pakistan,660000.0,1397.0,0.0,117.0,796095.0,59044.0,9102115350.0,0.0,331.0,120.0,9.0,1390000000000.0,379.0,252363571.0,3.0,11881.0,550000.0,264175.0,652.0,8.0,2677.0,0.2626,108516336.0,85803614.0,4794908.0,500000.0,90.0,63.0,563.0,27.0,4.0,55.0,662.0,2629.0,115187.0,0.0,6.0,79.0,3.0,89148000000.0,18408000000.0,83644000.0,60.0,91000.0,645000.0,540000000.0,36937000000.0,46448000000.0,592219000000.0,13765000.0,30191000.0,2857000000.0,1046.0,7257.0,0.0,Asia,Southern Asia,Non-aligned
Panama,16300.0,38.0,0.0,77.0,75420.0,1550.0,1069750000.0,0.0,0.0,22.0,0.0,164484000000.0,23.0,4470241.0,12.0,77.0,0.0,11978.0,0.0,0.0,0.0,3.5011,2011608.0,1206965.0,53643.0,80000.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1227085530000.0,6856000000.0,2206000.0,8174.0,0.0,131000.0,0.0,0.0,389611000.0,0.0,0.0,863000.0,0.0,2490.0,687.0,800.0,Americas,Latin America and the Caribbean,Non-aligned
Paraguay,15650.0,49.0,0.0,83.0,406752.0,2876.0,416800000.0,0.0,0.0,73.0,0.0,112919000000.0,18.0,7522549.0,1.0,30.0,168500.0,78811.0,0.0,0.0,10.0,1.7974,3535598.0,3001497.0,150451.0,14800.0,4.0,12.0,14.0,1.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,64.0,0.0,13783000000.0,9886000000.0,3502000.0,108.0,2000.0,52000.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,4655.0,3100.0,Americas,Latin America and the Caribbean,Non-aligned
Peru,120000.0,252.0,0.0,174.0,1285216.0,9168.0,2552000000.0,0.0,15.0,78.0,7.0,535911000000.0,112.0,32600249.0,20.0,1855.0,386000.0,70000.0,61.0,6.0,355.0,0.8827,15648120.0,12681497.0,619405.0,60000.0,22.0,39.0,68.0,12.0,0.0,16.0,12.0,290.0,171629.0,0.0,8.0,13.0,0.0,38102000000.0,79246000000.0,18918000.0,111.0,118000.0,255000.0,858890000.0,12270000000.0,7185000000.0,300159000000.0,1382000.0,973000.0,1567000000.0,2414.0,7062.0,8808.0,Americas,Latin America and the Caribbean,Non-aligned
Philippines,160000.0,204.0,0.0,256.0,300000.0,20551.0,6571641011.0,0.0,0.0,127.0,4.0,1202000000000.0,130.0,118277063.0,70.0,77.0,1500000.0,216387.0,0.0,0.0,18.0,0.6993,50859137.0,41751803.0,2128987.0,35000.0,17.0,23.0,23.0,11.0,0.0,6.0,12.0,296.0,84578.0,0.0,1.0,60.0,0.0,63241000000.0,106195000000.0,50979000.0,2203.0,10000.0,457000.0,138500000.0,2251000000.0,2251000000.0,98543000000.0,14457000.0,42859000.0,361000000.0,36289.0,0.0,3219.0,Asia,South-eastern Asia,Non-aligned
Poland,250000.0,457.0,0.0,318.0,312685.0,57972.0,55865141600.0,0.0,58.0,63.0,2.0,1649000000000.0,224.0,38746310.0,10.0,19461.0,350000.0,427580.0,298.0,1.0,798.0,0.3891,18985692.0,15576017.0,464956.0,50000.0,12.0,44.0,112.0,11.0,0.0,29.0,593.0,0.0,55530.0,0.0,2.0,3.0,29.0,425641700000.0,223115000000.0,18245000.0,152.0,24000.0,743000.0,113000000.0,5551000000.0,20056000000.0,91492000000.0,96720000.0,99932000.0,27758000000.0,440.0,2845.0,3997.0,Europe,Eastern Europe,NATO
Portugal,25000.0,128.0,0.0,136.0,92090.0,10419.0,6760000000.0,0.0,28.0,128.0,5.0,556942000000.0,36.0,10639726.0,36.0,3622.0,23500.0,136635.0,0.0,2.0,34.0,0.6659,5319863.0,4096295.0,127677.0,23300.0,5.0,20.0,23.0,16.0,4.0,0.0,23.0,54.0,42755.0,0.0,2.0,71.0,0.0,530000000000.0,55160000000.0,5332100.0,1158.0,12932.0,200000.0,22440000.0,0.0,3700000000.0,72000000000.0,0.0,0.0,40000000.0,1793.0,1224.0,764.0,Europe,Southern Europe,NATO
Qatar,26550.0,263.0,0.0,8.0,11586.0,5576.0,11950000000.0,0.0,115.0,125.0,0.0,317064000000.0,85.0,2552088.0,6.0,0.0,4000.0,7039.0,16.0,0.0,62.0,1.4096,638022.0,490001.0,12760.0,5500.0,6.0,12.0,45.0,0.0,0.0,24.0,46.0,12.0,0.0,0.0,4.0,107.0,0.0,205700000000.0,53987000000.0,2123000.0,123.0,1818000.0,268000.0,25244000.0,169595000000.0,41515000000.0,23861000000000.0,0.0,0.0,0.0,563.0,87.0,0.0,Asia,Western Asia,Non-aligned
Republic of the Congo,10000.0,14.0,0.0,56.0,342000.0,804.0,933360000.0,0.0,2.0,4.0,0.0,39147000000.0,8.0,6097665.0,5.0,510.0,0.0,23324.0,30.0,0.0,61.0,2.6259,2256136.0,1353682.0,115856.0,2500.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,6360000000.0,715391000.0,2563000.0,11.0,267000.0,13000.0,2885000000.0,423000000.0,423000000.0,283990000000.0,0.0,0.0,0.0,169.0,5008.0,1120.0,Unknown,Unknown,Non-aligned
Romania,90000.0,148.0,0.0,103.0,238391.0,13266.0,10230630000.0,0.0,29.0,18.0,3.0,774376000000.0,66.0,18148155.0,11.0,10628.0,55000.0,85387.0,243.0,0.0,451.0,0.9558,9437041.0,7731114.0,199630.0,15000.0,0.0,13.0,44.0,2.0,0.0,0.0,0.0,720.0,0.0,0.0,7.0,0.0,7.0,145200000000.0,73391000000.0,8263000.0,127.0,67000.0,220000.0,600000000.0,9501000000.0,10055000000.0,105480000000.0,14752000.0,15533000.0,291000000.0,225.0,2844.0,1731.0,Europe,Eastern Europe,NATO
Russia,1320000.0,4237.0,1.0,905.0,17098242.0,126512.0,212638272000.0,13.0,861.0,747.0,12.0,6089000000000.0,1643.0,140820810.0,67.0,85494.0,2000000.0,1283387.0,2486.0,66.0,5630.0,0.0791,69002197.0,46189226.0,1267387.0,250000.0,698.0,458.0,530.0,137.0,18.0,556.0,3603.0,5920.0,1426539.0,0.0,79.0,70.0,45.0,226475750000.0,597217000000.0,72517000.0,2910.0,10879000.0,3863000.0,80000000000.0,617830000000.0,472239000000.0,47805000000000.0,531130000.0,290763000.0,162166000000.0,37653.0,22407.0,102000.0,Europe,Eastern Europe,Non-aligned
Saudi Arabia,247000.0,917.0,0.0,90.0,2149690.0,22370.0,63988055520.0,0.0,283.0,32.0,7.0,2213000000000.0,264.0,36544431.0,16.0,5410.0,0.0,221372.0,327.0,0.0,1085.0,0.4473,19003104.0,17468238.0,621255.0,150000.0,81.0,49.0,202.0,16.0,22.0,34.0,380.0,557.0,49727.0,0.0,9.0,9.0,3.0,248171000000.0,463870000000.0,17168000.0,433.0,11174000.0,3524000.0,258600000000.0,121870000000.0,121870000000.0,9423000000000.0,0.0,66000.0,0.0,2640.0,4272.0,0.0,Asia,Western Asia,Non-aligned
Senegal,17000.0,39.0,0.0,20.0,196722.0,1860.0,777800000.0,0.0,0.0,4.0,0.0,83183000000.0,19.0,18847519.0,6.0,906.0,0.0,16665.0,6.0,0.0,0.0,2.8925,7162057.0,4089912.0,395798.0,0.0,0.0,5.0,22.0,1.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,14985000000.0,889295000.0,5763000.0,36.0,9000.0,65000.0,0.0,54646000.0,54498000.0,0.0,0.0,138000.0,0.0,531.0,2684.0,1000.0,Africa,Sub-Saharan Africa,Non-aligned
Serbia,22500.0,115.0,0.0,46.0,77474.0,7190.0,2770000000.0,0.0,11.0,30.0,0.0,177093000000.0,51.0,6652212.0,0.0,3333.0,2000.0,45022.0,73.0,0.0,242.0,1.2938,3259584.0,2574406.0,79827.0,600000.0,17.0,3.0,33.0,0.0,0.0,4.0,96.0,150.0,0.0,0.0,0.0,18.0,4.0,21726000000.0,30484000000.0,3230000.0,0.0,13000.0,88000.0,77500000.0,353376000.0,2939000000.0,48139000000.0,33219000.0,37828000.0,7112000000.0,0.0,2322.0,587.0,Europe,Southern Europe,Non-aligned
Sierra Leone,13000.0,1.0,0.0,8.0,71740.0,350.0,450000000.0,0.0,0.0,10.0,0.0,26728000000.0,1.0,9121049.0,3.0,0.0,0.0,11701.0,0.0,0.0,0.0,3.9201,2006631.0,1203978.0,45605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1451000000.0,495699000.0,2863000.0,584.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,1093.0,800.0,Africa,Sub-Saharan Africa,Non-aligned
Singapore,51000.0,235.0,0.0,9.0,719.0,17244.0,18000000000.0,0.0,100.0,101.0,6.0,800304000000.0,75.0,6028459.0,5.0,0.0,252500.0,3500.0,24.0,6.0,170.0,0.5272,3918498.0,2628408.0,66313.0,12000.0,0.0,9.0,36.0,9.0,11.0,20.0,48.0,89.0,93244.0,0.0,6.0,55.0,4.0,1884751660000.0,383946000000.0,3722000.0,3202.0,0.0,1514000.0,0.0,0.0,13724000000.0,0.0,0.0,1153000.0,0.0,193.0,0.0,0.0,Asia,South-eastern Asia,Non-aligned
Slovakia,20982.0,48.0,0.0,116.0,49035.0,6636.0,2900000000.0,0.0,7.0,0.0,0.0,218762000000.0,22.0,5563649.0,0.0,3627.0,0.0,45106.0,25.0,0.0,45.0,1.3911,2837461.0,2353424.0,61200.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,140360000000.0,14452000000.0,2779000.0,0.0,7000.0,90000.0,9000000.0,52556000.0,60424000.0,14158000000.0,2315000.0,6066000.0,19000000.0,0.0,1587.0,172.0,Europe,Eastern Europe,NATO
Slovenia,7000.0,40.0,0.0,42.0,20273.0,4636.0,1782000000.0,0.0,0.0,3.0,0.0,103118000000.0,16.0,2097893.0,2.0,1207.0,26000.0,38125.0,0.0,0.0,54.0,1.9404,1006989.0,826570.0,22867.0,5000.0,0.0,5.0,23.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,3.0,0.0,60500000000.0,2832000000.0,1058000.0,8.0,4.0,44000.0,0.0,3863000.0,840902000.0,0.0,2440000.0,2309000.0,95000000.0,47.0,1211.0,710.0,Europe,Southern Europe,NATO
Somalia,30000.0,6.0,0.0,40.0,637657.0,1104.0,870000000.0,0.0,0.0,19.0,0.0,26770000000.0,6.0,13017273.0,6.0,0.0,0.0,15000.0,0.0,0.0,0.0,3.7393,2993973.0,1796384.0,130173.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2563000000.0,16747500.0,3439000.0,4.0,0.0,6000.0,0.0,0.0,0.0,5663000000.0,0.0,0.0,0.0,3025.0,2385.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
South Africa,68731.0,181.0,0.0,573.0,1219090.0,23024.0,2877000000.0,0.0,2.0,63.0,4.0,870420000000.0,87.0,60442647.0,8.0,30400.0,29350.0,750000.0,201.0,3.0,248.0,0.6843,27803618.0,14989776.0,1027525.0,50000.0,0.0,11.0,81.0,0.0,0.0,10.0,52.0,434.0,43881.0,0.0,0.0,42.0,4.0,93879000000.0,65435000000.0,27766000.0,110.0,88000.0,609000.0,15000000.0,59128000.0,4487000000.0,0.0,239712000.0,176095000.0,9893000000.0,2798.0,5244.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
South Korea,450000.0,1540.0,0.0,92.0,99720.0,117460.0,44800000000.0,14.0,242.0,215.0,18.0,2607000000000.0,827.0,52081799.0,15.0,3979.0,3100000.0,100428.0,525.0,22.0,1831.0,0.1642,26040900.0,21353538.0,416654.0,120000.0,98.0,40.0,335.0,35.0,4.0,113.0,2780.0,5800.0,427946.0,2.0,3.0,96.0,14.0,553871450000.0,418219000000.0,29713000.0,2149.0,38000.0,2542000.0,0.0,55127000.0,59480000000.0,7079000000.0,16081000.0,136817000.0,326000000.0,2413.0,237.0,1600.0,Asia,Eastern Asia,Non-aligned
South Sudan,185000.0,19.0,0.0,89.0,644329.0,2550.0,30700000.0,0.0,0.0,0.0,0.0,6752000000.0,15.0,12703714.0,0.0,248.0,0.0,90200.0,15.0,0.0,122.0,2.4645,6351857.0,4065188.0,330297.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2722500000.0,128248000.0,5091000.0,0.0,146000.0,11000.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Spain,121802.0,440.0,1.0,365.0,505370.0,49324.0,39000676350.0,0.0,136.0,175.0,11.0,2361000000000.0,169.0,47280433.0,52.0,15489.0,24033.0,150110.0,0.0,2.0,298.0,0.3247,21748999.0,17635602.0,330963.0,78470.0,12.0,51.0,108.0,8.0,0.0,17.0,96.0,188.0,249889.0,0.0,0.0,112.0,6.0,2830012130000.0,107774000000.0,24386000.0,503.0,47000.0,1325000.0,150000000.0,41009000.0,32833000000.0,2549000000.0,1280000.0,7388000.0,1187000000.0,4964.0,1953.0,1000.0,Europe,Southern Europe,NATO
Sri Lanka,346000.0,90.0,0.0,18.0,65610.0,15021.0,1500000000.0,0.0,6.0,275.0,5.0,301407000000.0,49.0,21982608.0,6.0,1562.0,90000.0,114093.0,28.0,0.0,87.0,1.3822,10551652.0,8551235.0,307757.0,0.0,0.0,15.0,7.0,3.0,0.0,8.0,0.0,96.0,32636.0,0.0,0.0,259.0,0.0,42198000000.0,6094000000.0,8499000.0,96.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2323000.0,0.0,1340.0,0.0,160.0,Asia,Southern Asia,Non-aligned
Sudan,300000.0,183.0,0.0,45.0,1861484.0,8890.0,394700000.0,0.0,37.0,10.0,0.0,94420000000.0,64.0,50467278.0,4.0,7251.0,200000.0,31000.0,800.0,0.0,1055.0,1.3563,26747657.0,17108407.0,1312149.0,17500.0,36.0,13.0,33.0,0.0,0.0,35.0,100.0,1150.0,0.0,0.0,0.0,10.0,0.0,21650000000.0,192348850.0,10949000.0,14.0,68000.0,129000.0,1250000000.0,0.0,0.0,84951000000.0,0.0,0.0,0.0,853.0,6819.0,4068.0,Africa,Northern Africa,Non-aligned
Suriname,2500.0,3.0,0.0,55.0,163820.0,1250.0,58440000.0,0.0,0.0,17.0,0.0,12316000000.0,3.0,646758.0,4.0,0.0,0.0,4304.0,0.0,0.0,0.0,4.0538,142287.0,84079.0,3234.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2645000000.0,1632000000.0,255500.0,13.0,14000.0,17000.0,89000000.0,7109000.0,6967000.0,0.0,0.0,0.0,0.0,386.0,1907.0,1200.0,Americas,Latin America and the Caribbean,Non-aligned
Sweden,25600.0,172.0,0.0,206.0,450295.0,27576.0,15900000000.0,0.0,73.0,279.0,0.0,668628000000.0,53.0,10589835.0,92.0,10910.0,34000.0,197964.0,0.0,4.0,110.0,0.4834,4235934.0,3558185.0,105898.0,104400.0,0.0,6.0,36.0,3.0,1.0,0.0,24.0,0.0,39816.0,0.0,7.0,116.0,8.0,1102693570000.0,62569000000.0,5699000.0,361.0,11000.0,270000.0,0.0,0.0,889924000.0,0.0,1042000.0,3170000.0,5000000.0,3218.0,2211.0,2052.0,Europe,Northern Europe,NATO
Switzerland,147178.0,141.0,0.0,66.0,41277.0,6885.0,8372658426.0,0.0,40.0,0.0,0.0,741035000000.0,39.0,8860574.0,0.0,5296.0,0.0,83131.0,0.0,0.0,134.0,0.8396,3898653.0,3163225.0,97466.0,5000.0,0.0,16.0,43.0,3.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,2420000000000.0,909366000000.0,5153000.0,17.0,300.0,194000.0,0.0,0.0,3138000000.0,0.0,0.0,126000.0,0.0,0.0,1770.0,1292.0,Europe,Western Europe,Non-aligned
Syria,100000.0,104.0,0.0,42.0,187437.0,18736.0,145925000.0,0.0,52.0,12.0,0.0,98858000000.0,39.0,23865423.0,3.0,2052.0,0.0,69873.0,0.0,0.0,168.0,1.8861,15273871.0,13245310.0,668232.0,50000.0,5.0,2.0,8.0,0.0,0.0,7.0,60.0,0.0,0.0,0.0,0.0,8.0,0.0,4441250000.0,307766250.0,6617000.0,24.0,65000.0,102000.0,2500000000.0,3085000000.0,3084000000.0,240693000000.0,0.0,15000.0,0.0,193.0,2363.0,900.0,Asia,Western Asia,Non-aligned
Taiwan,230000.0,720.0,0.0,57.0,35980.0,24067.0,31180000000.0,4.0,258.0,91.0,21.0,1743000000000.0,239.0,23595274.0,8.0,1613.0,1657000.0,43206.0,223.0,4.0,1090.0,0.3927,12269542.0,1061787.0,306739.0,55000.0,0.0,19.0,215.0,18.0,0.0,91.0,488.0,1360.0,244050.0,0.0,7.0,36.0,10.0,229900000000.0,541898500000.0,11842940.0,465.0,800.0,954000.0,2380000.0,63747000.0,21157000000.0,6230000000.0,5212000.0,64609000.0,1000000.0,1566.0,0.0,0.0,Asia,Eastern Asia,Non-aligned
Tajikistan,150000.0,25.0,0.0,19.0,144100.0,6782.0,450460000.0,0.0,0.0,0.0,0.0,50370000000.0,20.0,10394063.0,0.0,680.0,600000.0,30000.0,24.0,0.0,38.0,2.1749,4781269.0,3773045.0,176699.0,20000.0,0.0,1.0,4.0,0.0,0.0,6.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,3024000000.0,3026450000.0,2780000.0,0.0,300.0,31000.0,12000000.0,18476000.0,85567000.0,5663000000.0,2394000.0,2297000.0,4075000000.0,0.0,4130.0,200.0,Asia,Central Asia,Non-aligned
